invoeden_EURMWh,afnemen_EURMWh,imbalance_demand,imbalance_supply
6.31,6.31,69418,0
4.77,4.77,71321,0
-1.85,-1.85,63316,0
23.63,23.63,34381,0
15.51,33.4,5596,0
23.06,23.06,24042,0
23.63,23.63,31917,0
23.06,23.06,33616,0
23.53,23.53,0,-303
26.13,26.13,38054,0
25.77,25.77,7302,0
28.58,28.58,3423,0
36.83,36.83,0,-28097
55.99,55.99,0,-45361
61.23,61.23,0,-52789
111.23,111.23,0,-64012
176.02,176.02,0,-81182
176.02,176.02,0,-79621
46.23,46.23,0,-49027
60.76,60.76,0,-50491
61.23,61.23,0,-65040
46.23,46.23,0,-20832
33.77,33.77,0,-14041
37.01,37.01,0,-15683
25.88,25.88,12067,0
31.63,31.63,0,-15767
34.32,34.32,0,-36421
46.23,46.23,0,-52289
37.01,37.01,0,-28082
61.23,61.23,0,-40922
28.65,28.65,0,-2774
23.63,23.63,12269,0
18.1,18.1,11344,0
26.08,26.08,25509,0
23.63,23.63,22706,0
26.26,26.26,13126,0
23.76,23.76,12046,0
26.32,26.32,23596,0
23.76,23.76,19846,0
28.03,28.03,11657,0
31.36,31.36,0,-5457
-22.84,-22.84,57500,0
30.73,30.73,16824,0
20.74,20.74,0,-7536
61.23,61.23,0,-51013
-7.6,-7.6,64976,0
23.63,23.63,26508,0
29.03,29.03,16634,0
29.46,29.46,30745,0
61.23,61.23,0,-53381
19.64,19.64,17632,0
11.37,11.37,58864,0
4.77,4.77,85759,0
12.64,12.64,19548,0
23.63,23.63,31098,0
1.46,1.46,77603,0
10.59,10.59,88644,0
46.23,46.23,0,-18634
19.01,19.01,51977,0
8.59,8.59,55239,0
4.77,4.77,83819,0
46.23,46.23,0,-41732
23.63,23.63,1693,0
-50.16,-50.16,67557,0
-36.12,36.88,4964,0
19.52,35.2,0,-2747
20.68,37.01,0,-15969
19.64,19.64,40996,0
41.66,41.66,0,-31018
25.74,25.74,30031,0
4.77,4.77,46466,0
-10.42,-10.42,81931,0
-11.03,-11.03,79713,0
-29.94,-29.94,76238,0
19.88,19.88,30860,0
20.74,20.74,7522,0
23.63,23.63,8278,0
20.11,20.11,22380,0
18.89,31.63,4407,0
5.78,5.78,37913,0
11.23,31.83,41219,0
61.23,61.23,0,-1470
17.09,17.09,21463,0
7.09,7.09,37953,0
-9.35,-9.35,51861,0
-25.19,57.96,0,-25743
-9.36,-9.36,24276,0
-10.7,-10.7,35558,0
-29.62,-29.62,36615,0
-169.99,-169.99,115634,0
-160.67,-160.67,115666,0
-117.05,-117.05,107078,0
-150.78,-150.78,87566,0
-50.0,-50.0,86117,0
-102.5,-102.5,98548,0
-157.8,-157.8,64473,0
-18.64,-18.64,68652,0
-8.66,-8.66,43664,0
-9.21,-9.21,26301,0
20.01,20.01,25677,0
27.71,27.71,3812,0
-7.99,-7.99,28556,0
22.22,22.22,18796,0
31.71,31.71,0,-15918
32.41,32.41,0,-26002
36.16,36.16,0,-15098
36.23,36.23,0,-22484
37.29,37.29,0,-38482
46.07,46.07,0,-56313
25.15,25.15,0,-7245
19.39,36.77,0,-10675
36.77,36.77,0,-23328
174.12,174.12,0,-50489
157.12,157.12,0,-88412
46.07,46.07,0,-18593
40.92,40.92,0,-31671
41.92,41.92,0,-35229
157.12,157.12,0,-134651
157.12,157.12,0,-48546
101.68,101.68,0,-23642
14.33,36.77,0,-12607
214.12,214.12,0,-47781
36.77,36.77,0,-29074
68.39,68.39,0,-46311
46.07,46.07,0,-51997
46.12,46.12,0,-45551
27.78,27.78,0,-2192
23.71,23.71,24236,0
23.76,23.76,13460,0
27.04,27.04,19249,0
11.07,11.07,47530,0
34.6,34.6,2991,0
36.77,36.77,0,-9923
23.07,23.07,34438,0
27.78,27.78,6385,0
46.07,46.07,0,-18401
38.74,38.74,0,-32639
-131.27,-131.27,68386,0
26.44,26.44,22384,0
46.07,46.07,0,-13506
235.12,235.12,0,-77042
23.07,23.07,34159,0
21.59,39.03,0,-6059
39.03,39.03,0,-5959
35.29,35.29,0,-1091
68.51,68.51,0,-61032
37.12,37.12,0,-32617
36.77,36.77,0,-17839
34.12,34.12,0,-1426
111.07,111.07,0,-61135
46.07,46.07,0,-38027
28.78,28.78,0,-6627
19.39,46.07,0,-25502
20.69,31.71,6963,0
46.07,46.07,0,-22358
23.71,23.71,8350,0
61.07,61.07,0,-53226
20.17,20.17,6384,0
26.26,26.26,0,-21655
20.17,20.17,0,-9708
20.17,20.17,15193,0
19.39,46.07,0,-45430
36.77,36.77,0,-39669
15.73,36.77,0,-27876
26.06,26.06,0,-17323
29.77,29.77,0,-60121
20.74,20.74,0,-50054
15.73,32.22,0,-29395
11.07,11.07,8671,0
-30.58,-30.58,7665,0
31.66,31.66,35504,0
40.35,40.35,5522,0
35.82,35.82,7367,0
20.29,20.29,36968,0
11.07,11.07,34032,0
-9.57,-9.57,18000,0
-25.94,-25.94,26474,0
27.71,27.71,25594,0
11.07,11.07,44716,0
20.29,20.29,45983,0
20.29,20.29,53874,0
29.95,29.95,81637,0
0.0,0.0,82051,0
25.88,25.88,79572,0
20.0,20.0,59787,0
-17.65,-17.65,90986,0
-9.65,-9.65,61217,0
-3.47,-3.47,53921,0
16.53,16.53,48686,0
-67.75,-67.75,72760,0
10.1,10.1,22455,0
38.79,38.79,0,-21022
38.19,38.19,0,-15330
46.07,46.07,0,-48698
31.92,31.92,0,-35307
46.07,46.07,0,-64464
47.33,47.33,0,-72456
36.95,36.95,0,-60743
34.01,34.01,0,-37867
61.07,61.07,0,-63438
257.38,257.38,0,-112763
28.6,37.82,0,-7328
175.02,175.02,0,-97787
61.07,61.07,0,-67487
175.02,175.02,0,-113075
37.06,37.06,0,-19382
43.53,43.53,0,-62175
37.06,37.06,0,-51259
37.65,37.65,0,-46540
175.02,175.02,0,-91455
28.07,28.07,11432,0
25.57,25.57,28931,0
34.77,34.77,0,-23020
32.89,32.89,0,-68357
31.05,31.05,0,-21524
24.06,24.06,17897,0
30.03,30.03,0,-9753
156.02,156.02,0,-131656
37.06,37.06,0,-62591
32.68,32.68,0,-14412
32.06,32.06,0,-9730
175.02,175.02,0,-98509
105.0,105.0,0,-82829
175.02,175.02,0,-64671
25.57,33.35,15518,0
175.02,175.02,0,-80463
32.58,37.88,3585,0
32.58,32.58,0,-506
33.29,33.29,11638,0
35.23,35.23,0,-46750
32.02,32.02,0,-5348
24.06,24.06,35122,0
24.06,24.06,44232,0
32.6,32.6,43717,0
46.07,46.07,17346,0
61.07,61.07,12916,0
172.02,172.02,0,-54914
-122.66,-122.66,62337,0
29.39,29.39,0,-7064
31.77,31.77,0,-3217
31.76,31.76,10559,0
26.47,26.47,0,-624
-30.89,-30.89,40644,0
20.61,37.06,18441,0
32.06,32.06,15383,0
105.0,105.0,0,-62863
28.2,28.2,10089,0
31.57,31.57,0,-28557
32.64,32.64,0,-66183
175.02,175.02,0,-90512
105.0,105.0,0,-36852
38.42,38.42,0,-64728
32.55,32.55,0,-15690
140.02,140.02,0,-60794
38.85,38.85,0,-38200
33.63,33.63,0,-8064
30.85,30.85,40756,0
16.61,31.82,48605,0
16.65,16.65,44698,0
16.65,16.65,55615,0
31.92,31.92,0,-1315
32.41,32.41,867,0
31.92,31.92,0,-20818
31.92,31.92,0,-24269
20.06,20.06,0,-425
-97.63,-97.63,69650,0
24.78,24.78,0,-6103
46.07,46.07,0,-45892
49.34,49.34,0,-42686
29.04,29.04,0,-23671
15.38,15.38,0,-47790
31.87,31.87,0,-29439
15.32,15.32,0,-41780
31.29,31.29,15456,0
62.22,62.22,0,-67632
36.82,36.82,0,-34005
46.07,46.07,0,-54753
15.43,46.07,0,-28816
15.42,38.45,0,-32767
42.7,42.7,0,-37459
46.07,46.07,0,-47263
46.07,46.07,0,-58642
21.34,21.34,0,-41340
39.46,39.46,0,-38999
46.07,46.07,0,-42299
20.66,31.29,0,-3818
20.94,20.94,0,-9321
31.31,31.31,0,-45725
33.37,33.37,0,-45739
29.11,29.11,23440,0
23.13,23.13,28199,0
26.34,31.3,0,-8144
175.12,175.12,0,-82063
-116.9,37.33,187446,0
3.78,3.78,81662,0
31.3,31.3,42296,0
35.18,35.18,0,-9628
31.7,31.7,80965,0
31.71,31.71,101006,0
31.69,31.69,97787,0
30.81,30.81,124608,0
38.46,38.46,0,-38653
26.47,26.47,10870,0
-73.25,-73.25,60069,0
-17.12,-17.12,91814,0
37.95,37.95,0,-77136
31.69,31.69,0,-8568
19.88,19.88,35579,0
16.28,16.28,68777,0
28.15,34.93,0,-26904
-43.87,-43.87,65562,0
-26.81,-26.81,90704,0
-90.07,-90.07,83416,0
26.46,26.46,0,-1400
-28.79,-28.79,51266,0
-29.8,-29.8,77655,0
-29.8,-29.8,70648,0
34.7,34.7,0,-7921
31.69,31.69,0,-34054
31.7,31.7,0,-73200
31.69,31.69,0,-100349
61.07,61.07,0,-76386
61.07,61.07,0,-79125
61.07,61.07,0,-91572
61.07,61.07,0,-114061
19.88,32.59,24664,0
32.57,33.53,0,-32009
37.95,37.95,0,-66160
61.07,61.07,0,-87013
19.88,19.88,29045,0
32.62,32.62,0,-3652
38.93,38.93,0,-43575
46.07,46.07,0,-102884
61.07,61.07,0,-48746
45.84,45.84,0,-72524
31.69,31.69,0,-59587
25.11,25.11,0,-3962
-137.1,72.27,0,-8276
27.76,27.76,0,-4556
27.76,27.76,20639,0
19.88,19.88,38023,0
6.13,6.13,68171,0
27.76,27.76,25455,0
27.76,27.76,21071,0
30.78,30.78,0,-4162
26.08,42.57,0,-9804
61.07,61.07,0,-31979
31.24,31.24,0,-2765
36.96,36.96,0,-8369
50.56,50.56,0,-41082
25.93,25.93,0,-5008
10.05,10.05,46036,0
20.61,20.61,24656,0
42.81,42.81,0,-21962
39.46,39.46,0,-38376
33.45,33.45,0,-10485
31.24,31.24,0,-9123
101.92,101.92,0,-80038
46.07,46.07,0,-67402
31.14,31.14,0,-32618
30.34,30.34,0,-22678
57.48,57.48,0,-25094
88.38,88.38,0,-57950
33.69,33.69,0,-25183
16.17,32.46,0,-2933
13.95,35.98,0,-4151
33.13,33.13,0,-3346
28.26,28.26,0,-2641
23.9,23.9,16620,0
13.95,37.95,0,-23332
33.49,33.49,0,-30122
46.07,46.07,0,-46613
61.07,61.07,0,-63760
44.02,44.02,0,-37985
81.58,81.58,0,-77578
86.76,86.76,0,-72365
97.98,97.98,0,-105627
6.13,6.13,4702,0
61.07,61.07,0,-42455
51.63,51.63,0,-41804
37.95,37.95,0,-28845
6.13,6.13,38839,0
6.13,36.96,14137,0
39.46,39.46,0,-3497
29.16,156.02,0,-24833
5.03,5.03,13518,0
37.55,37.55,0,-12185
73.02,73.02,0,-55663
171.02,171.02,0,-126380
-10.03,-10.03,63551,0
-45.42,36.96,6218,0
61.06,61.06,0,-66606
173.02,173.02,0,-147199
30.81,32.65,12448,0
46.06,46.06,0,-29836
61.06,61.06,0,-73542
172.02,172.02,0,-103538
114.02,114.02,0,-61117
46.06,46.06,0,-50700
46.06,46.06,0,-39303
39.65,39.65,0,-17837
172.02,172.02,0,-138170
172.02,172.02,0,-126469
257.51,257.51,0,-86317
61.06,61.06,0,-36051
172.02,172.02,0,-191635
283.26,283.26,0,-132434
26.06,249.38,0,-23206
172.02,172.02,0,-75196
111.06,111.06,0,-89598
39.21,39.21,0,-37729
39.93,39.93,0,-14877
31.56,39.93,0,-11793
61.06,61.06,0,-46363
31.47,32.65,2809,0
34.29,34.29,0,-9766
33.68,33.68,0,-22446
37.55,37.55,0,-24982
32.65,32.65,0,-865
32.23,32.23,25076,0
32.22,32.22,0,-32278
32.52,32.52,29597,0
32.23,32.23,41062,0
32.23,32.23,33131,0
40.37,40.37,0,-18018
32.65,32.65,0,-10133
111.06,111.06,0,-59537
111.06,111.06,0,-70328
172.02,172.02,0,-145737
33.51,33.51,0,-74332
257.51,257.51,0,-84130
46.06,46.06,0,-29460
32.65,32.65,0,-3506
172.02,172.02,0,-227222
34.42,34.42,0,-69709
17.5,17.5,0,-38309
17.5,17.5,0,-16790
61.06,61.06,0,-89798
39.01,39.01,0,-59802
34.12,34.12,0,-54341
17.5,17.5,0,-64145
173.02,173.02,0,-123314
173.02,173.02,0,-98712
26.06,26.06,11197,0
37.55,37.55,0,-12337
171.02,171.02,0,-107684
46.06,46.06,0,-32093
31.56,31.56,0,-3902
17.5,17.5,465,0
32.65,32.65,0,-115797
17.5,17.5,0,-51383
26.06,26.06,18687,0
5.4,5.4,76514,0
111.06,111.06,0,-85651
20.67,172.02,5758,0
-8.58,-8.58,56372,0
26.06,33.51,34129,0
19.51,19.51,44011,0
27.37,27.37,52024,0
19.51,19.51,71399,0
19.51,19.51,72186,0
27.37,32.72,0,-47611
32.02,32.02,0,-13733
23.37,23.37,17320,0
19.51,19.51,37379,0
23.63,32.86,0,-24900
37.61,37.61,0,-28628
36.19,36.19,0,-15934
27.37,27.37,5612,0
19.51,32.03,34361,0
31.84,31.84,13532,0
32.03,32.03,25168,0
19.51,19.51,31867,0
18.72,18.72,29043,0
33.48,33.48,0,-20434
32.72,32.72,0,-8383
32.49,32.49,0,-6050
23.37,23.37,29138,0
33.85,33.85,0,-18301
40.2,40.2,0,-40911
4.51,46.06,0,-60452
-150.78,-150.78,136083,0
21.33,21.33,8251,0
60.7,60.7,0,-34708
174.12,174.12,0,-97594
-94.95,-94.95,217337,0
4.54,4.54,66335,0
36.6,36.6,0,-18160
45.7,45.7,0,-76506
30.89,34.19,57131,0
30.22,30.22,41479,0
29.12,29.12,45272,0
29.32,29.32,24367,0
31.64,37.58,0,-21589
34.66,34.66,0,-24071
31.64,31.64,44912,0
26.32,26.32,131155,0
32.19,37.62,0,-39766
27.4,27.4,20321,0
27.4,27.4,30515,0
15.78,15.78,72308,0
32.75,32.75,0,-52985
29.33,29.33,1904,0
19.54,19.54,23949,0
22.14,22.14,34177,0
23.4,45.7,0,-51889
19.54,19.54,19381,0
8.62,8.62,58889,0
17.63,17.63,56840,0
31.99,31.99,25903,0
26.42,32.09,12250,0
26.42,26.42,21372,0
27.4,27.4,0,-10560
4.54,4.54,27138,0
4.54,4.54,0,-8960
23.92,23.92,0,-12665
23.4,23.4,0,-4020
14.37,14.37,58282,0
8.37,8.37,24655,0
29.78,29.78,7647,0
27.4,27.4,8452,0
24.71,24.71,46749,0
23.4,23.4,5226,0
32.75,32.75,0,-7406
110.7,110.7,0,-61775
31.56,45.7,11001,0
28.7,28.7,35731,0
19.54,19.54,39138,0
19.54,19.54,73473,0
31.19,32.75,0,-83356
31.65,31.65,0,-27052
32.75,32.75,0,-5679
28.52,28.52,14660,0
26.12,26.12,11367,0
13.76,13.76,47896,0
4.54,4.54,61846,0
-8.68,-8.68,25847,0
25.95,32.75,0,-7249
23.54,23.54,21387,0
17.68,17.68,44386,0
27.54,27.54,21433,0
25.82,45.7,0,-70371
21.1,21.1,0,-61069
32.0,32.0,0,-29118
27.54,27.54,0,-2681
25.78,25.78,0,-63995
32.03,32.03,0,-47927
23.05,23.05,33716,0
27.15,27.15,16494,0
25.78,25.78,0,-2683
32.75,32.75,0,-10919
31.09,31.09,0,-10038
29.93,30.97,0,-29834
-14.38,31.18,68227,0
29.21,31.43,0,-8573
29.36,29.36,0,-7923
25.7,25.7,0,-23837
-131.31,31.85,61788,0
-13.22,-13.22,35432,0
32.75,32.75,0,-9563
32.75,32.75,0,-7228
45.7,45.7,0,-23063
30.21,30.21,0,-8906
32.75,32.75,0,-13071
27.54,37.58,0,-34108
27.78,27.78,110103,0
29.4,29.4,74871,0
29.78,29.78,55240,0
19.65,19.65,26583,0
27.54,27.54,91817,0
29.91,29.91,60834,0
29.91,29.91,26622,0
32.75,32.75,0,-6936
-15.72,32.75,43871,0
19.65,19.65,17296,0
37.58,37.58,0,-36240
27.54,33.42,10360,0
19.35,19.35,11949,0
9.7,9.7,43745,0
27.37,30.3,0,-32150
32.44,32.44,0,-78503
29.92,37.27,0,-8478
28.44,28.44,3047,0
134.03,134.03,0,-98906
174.02,174.02,0,-181944
105.13,105.13,953,0
73.63,73.63,0,-54772
174.02,174.02,0,-102148
174.02,174.02,0,-159178
37.04,37.04,0,-14669
75.95,75.95,0,-76094
100.74,100.74,0,-94620
173.02,173.02,0,-115833
173.02,173.02,0,-153009
127.02,127.02,0,-123920
75.02,75.02,0,-124053
60.39,60.39,0,-123152
32.58,32.8,360,0
40.55,40.55,0,-32409
35.02,35.02,0,-18259
60.39,60.39,0,-52301
213.02,213.02,0,-168600
85.02,85.02,0,-96464
28.98,28.98,0,-27682
0.38,0.38,69263,0
31.1,31.1,0,-39916
31.1,31.1,0,-76156
34.95,34.95,0,-64106
31.1,31.1,0,-23772
33.94,33.94,0,-59404
31.1,31.1,0,-29072
32.98,32.98,0,-13428
33.02,33.02,0,-18461
45.39,45.39,0,-24367
29.03,37.04,0,-14838
32.56,45.39,0,-6416
29.17,29.17,19713,0
27.49,27.49,9331,0
34.99,34.99,0,-16895
32.74,32.74,0,-26420
34.9,34.9,0,-43955
75.02,75.02,0,-89944
85.02,85.02,0,-59077
35.39,35.39,0,-23095
32.67,33.05,22228,0
213.02,213.02,0,-101029
18.93,18.93,24842,0
10.03,10.03,46883,0
19.48,19.48,62511,0
24.44,32.81,0,-19054
29.17,29.17,4666,0
4.18,4.18,60989,0
-2.42,-2.42,75897,0
-23.66,37.04,0,-17989
24.44,24.44,33873,0
10.83,10.83,39344,0
25.39,25.39,55227,0
42.2,42.2,0,-88926
42.94,42.94,0,-73553
29.13,29.13,0,-1187
19.6,19.6,45086,0
10.39,30.85,0,-33736
30.22,30.22,0,-68123
41.79,41.79,0,-50924
31.1,31.1,0,-28752
213.02,213.02,0,-93282
33.49,33.49,0,-43303
29.57,29.57,0,-83681
31.83,31.83,0,-143666
-135.61,-135.61,126515,0
-1.44,-1.44,43416,0
25.39,25.39,13169,0
29.84,29.84,0,-58987
25.39,25.39,66768,0
24.15,24.15,43518,0
24.15,24.15,64795,0
19.56,19.56,70525,0
10.39,10.39,75074,0
27.1,27.1,41924,0
25.39,25.39,52295,0
-8.8,-8.8,41964,0
57.78,57.78,0,-6359
60.39,60.39,0,-70088
53.79,53.79,0,-55376
25.39,25.39,0,-5617
25.39,34.34,0,-11159
35.57,35.57,0,-13644
45.21,45.21,0,-27040
25.39,30.1,1961,0
40.54,40.54,0,-36631
31.1,31.1,0,-15071
25.39,30.1,5032,0
31.83,31.83,0,-12943
29.77,29.77,12408,0
23.95,23.95,19122,0
23.38,23.38,18192,0
26.74,26.74,29250,0
-141.85,-141.85,66114,0
-7.61,-7.61,54585,0
23.95,23.95,35442,0
45.97,45.97,30167,0
174.12,174.12,0,-83900
32.48,32.48,0,-2864
28.31,28.31,6852,0
27.45,27.45,35585,0
35.95,35.95,0,-27878
27.78,30.73,955,0
32.42,32.42,0,-26631
45.97,45.97,0,-47919
157.12,157.12,0,-87503
45.97,45.97,0,-46778
31.2,31.2,0,-33190
29.95,29.95,0,-7284
13.89,30.88,0,-13328
-134.94,30.68,43405,0
-10.32,30.68,87009,0
-18.98,30.68,21145,0
45.97,45.97,0,-46879
174.12,174.12,0,-84600
60.97,60.97,0,-56168
60.97,60.97,0,-66771
174.12,174.12,0,-81731
110.97,110.97,0,-74170
174.12,174.12,0,-85825
174.12,174.12,0,-98725
60.97,60.97,0,-90446
174.12,174.12,0,-104715
235.84,235.84,0,-98224
253.81,253.81,0,-113791
27.53,27.53,87710,0
30.88,30.88,1886,0
30.22,30.22,8998,0
30.21,30.21,0,-3555
36.06,36.06,11827,0
88.82,88.82,0,-51829
60.97,60.97,0,-61776
174.12,174.12,0,-114156
253.81,253.81,0,-51277
35.65,35.65,0,-2484
30.01,30.01,5254,0
30.06,30.06,54068,0
29.93,29.93,5676,0
24.37,24.37,48559,0
19.52,19.52,63777,0
10.97,10.97,65923,0
26.88,30.28,9191,0
26.88,26.88,51459,0
26.56,26.56,79000,0
-2.14,-2.14,103366,0
19.52,19.52,13042,0
29.95,29.95,17926,0
31.06,31.06,0,-4693
36.61,36.61,0,-14440
45.97,45.97,0,-26962
60.97,60.97,0,-33439
30.88,30.88,5336,0
36.06,36.06,0,-19340
30.59,30.59,0,-2238
29.95,29.95,0,-4599
29.97,29.97,19195,0
21.87,21.87,26380,0
46.08,46.08,0,-29317
34.12,34.12,0,-19863
30.88,30.88,0,-15723
30.88,30.88,0,-2577
29.96,29.96,25534,0
173.02,173.02,0,-74753
60.97,60.97,0,-75732
52.92,52.92,0,-28160
40.41,40.41,0,-18020
35.95,35.95,0,-28360
45.97,45.97,0,-37654
57.68,57.68,0,-59656
30.74,30.74,0,-428
29.85,29.85,0,-3704
13.37,32.19,0,-18041
32.47,32.47,0,-24432
22.74,22.74,0,-3202
29.77,29.77,0,-19950
22.74,22.74,0,-83
19.4,19.4,25736,0
19.4,19.4,33810,0
-23.74,-23.74,30990,0
-9.88,-9.88,48397,0
-15.29,-15.29,50774,0
28.31,28.31,10409,0
33.58,33.58,762,0
30.74,30.74,0,-12693
22.74,30.74,0,-6979
22.43,22.43,18355,0
28.16,28.16,8523,0
40.58,40.58,0,-24927
28.98,28.98,0,-6198
9.95,32.14,25868,0
20.91,20.91,34727,0
22.43,22.43,17140,0
14.68,31.47,0,-2119
29.84,29.84,13278,0
29.84,29.84,10581,0
29.46,29.46,22152,0
29.51,29.51,13433,0
173.02,173.02,0,-95577
52.13,52.13,0,-17333
30.43,30.43,48622,0
29.84,29.84,53137,0
44.95,44.95,0,-41603
30.43,30.43,1691,0
44.95,44.95,0,-36049
41.09,41.09,0,-47446
14.79,40.59,2502,0
29.56,35.42,0,-19779
31.21,31.21,0,-7404
29.84,29.84,34686,0
37.73,37.73,0,-15770
173.02,173.02,0,-80503
173.02,173.02,0,-77761
50.52,50.52,0,-73227
55.03,55.03,0,-48750
64.27,64.27,0,-66268
68.02,68.02,0,-46480
31.07,31.07,0,-21975
26.43,26.43,88596,0
31.24,31.24,30860,0
59.95,59.95,0,-37014
109.95,109.95,0,-65451
44.95,44.95,0,-4408
59.95,59.95,0,-45406
44.95,44.95,0,-37884
59.95,59.95,0,-49129
-69.65,-69.65,174449,0
3.56,3.56,151272,0
-4.3,-4.3,97830,0
24.37,30.43,0,-5869
19.02,19.02,48188,0
30.01,30.01,47319,0
26.43,109.95,0,-23358
173.02,173.02,0,-53899
173.02,173.02,0,-127253
36.47,36.47,0,-49235
44.95,44.95,0,-44377
44.95,44.95,0,-57507
44.95,44.95,0,-50867
5.06,5.06,51085,0
0.9,0.9,65447,0
-8.03,-8.03,44642,0
19.72,30.27,319,0
22.43,22.43,17969,0
-18.98,-18.98,52713,0
-22.87,-22.87,79041,0
22.43,22.43,9282,0
21.87,21.87,18748,0
27.98,27.98,34692,0
26.43,26.43,52096,0
18.22,18.22,16473,0
19.02,19.02,25875,0
19.02,19.02,57632,0
-18.98,-18.98,92306,0
19.02,31.7,0,-36880
14.7,14.7,0,-17502
36.47,36.47,0,-30190
22.43,32.39,0,-15693
-10.01,-10.01,45370,0
30.18,30.18,0,-740
29.05,31.54,0,-19815
14.57,31.54,0,-11450
22.43,22.43,24980,0
26.43,26.43,19675,0
22.43,22.43,44294,0
21.59,21.59,33235,0
18.55,18.55,54873,0
22.43,22.43,33541,0
19.78,19.78,37097,0
22.43,22.43,0,-4103
5.94,5.94,86272,0
-59.27,-59.27,61406,0
22.34,22.34,27870,0
28.58,29.86,0,-12603
29.77,29.77,0,-41617
26.43,26.43,0,-4979
22.43,22.43,19872,0
15.34,15.34,56803,0
26.43,29.97,0,-34102
18.55,18.55,39339,0
22.43,22.43,52023,0
28.1,28.1,48235,0
26.55,26.55,0,-7040
4.86,4.86,73449,0
26.55,26.55,24305,0
31.66,31.66,0,-23385
28.02,28.02,30767,0
29.75,35.75,0,-17387
59.95,59.95,0,-71724
254.12,254.12,0,-120940
23.54,35.35,31500,0
31.6,31.6,0,-26455
31.6,31.6,0,-39746
59.95,59.95,0,-75656
59.95,59.95,0,-25614
33.12,33.12,0,-19433
44.95,44.95,0,-46711
59.95,59.95,0,-53449
173.12,173.12,0,-68395
4.86,4.86,33566,0
14.0,14.0,37724,0
-17.78,34.61,11942,0
16.21,35.8,23858,0
20.1,20.1,35229,0
18.67,36.6,0,-666
44.95,44.95,0,-34295
173.12,173.12,0,-106242
173.12,173.12,0,-94816
59.95,59.95,0,-75286
173.12,173.12,0,-83366
25.02,36.71,13458,0
28.02,28.02,37549,0
29.68,29.68,59111,0
-38.17,-38.17,87414,0
-33.64,-33.64,99912,0
29.0,29.0,138128,0
26.55,26.55,144584,0
26.55,26.55,118622,0
22.55,22.55,33555,0
24.53,24.53,19817,0
26.55,26.55,0,-7971
29.74,29.74,0,-14018
22.55,22.55,85041,0
26.55,26.55,68577,0
29.62,29.62,30584,0
31.6,31.6,0,-33488
-8.16,30.8,56546,0
18.67,18.67,24668,0
11.78,11.78,36165,0
8.37,8.37,59952,0
36.14,36.14,0,-107328
30.15,30.15,0,-12357
26.55,26.55,720,0
29.67,29.67,0,-11384
34.56,34.56,0,-30320
35.75,35.75,0,-37588
30.05,30.05,0,-36277
30.05,30.05,0,-22662
47.8,47.8,0,-47466
31.6,31.6,0,-29985
19.82,19.82,0,-13882
28.02,28.02,7791,0
44.95,44.95,0,-68127
30.9,30.9,0,-27655
31.6,31.6,0,-24777
31.6,31.6,0,-223
36.22,36.22,0,-101905
20.52,20.52,0,-70010
30.54,30.54,0,-48576
20.52,20.52,10932,0
32.35,32.35,0,-62026
31.6,31.6,0,-14400
19.47,19.47,0,-41635
28.59,28.59,0,-72697
22.55,59.95,53955,0
109.95,109.95,0,-40205
32.25,32.25,0,-20466
28.45,28.45,0,-6395
25.54,25.54,0,-45378
21.5,21.5,0,-64823
33.2,33.2,0,-71453
21.5,21.5,0,-45853
37.17,37.17,0,-96860
36.71,36.71,0,-99590
31.39,31.39,0,-96551
31.45,31.45,0,-114493
31.4,31.4,0,-25792
31.35,31.35,0,-40398
21.5,21.5,0,-53368
31.4,31.4,0,-47931
31.35,31.35,0,-69852
31.4,31.4,0,-53634
31.4,31.4,0,-70289
31.35,31.35,0,-40799
31.41,31.41,0,-62477
28.88,28.88,0,-9890
29.69,29.69,0,-35184
173.02,173.02,0,-62736
25.51,25.51,47537,0
26.06,26.06,16162,0
33.0,33.0,0,-23308
32.35,32.35,0,-28639
-150.03,-150.03,141636,0
16.15,16.15,50839,0
31.07,31.07,6269,0
35.28,35.28,0,-41036
31.35,31.35,14577,0
32.92,32.92,6937,0
30.75,30.75,0,-18775
30.86,30.86,0,-5807
32.51,32.51,0,-55354
30.93,30.93,0,-60729
31.94,31.94,0,-60944
44.95,44.95,0,-34959
239.98,239.98,0,-162964
4.35,4.35,19726,0
23.11,23.11,26091,0
32.49,32.49,0,-12558
42.96,42.96,0,-94483
33.09,33.09,0,-64698
31.35,31.35,0,-58192
31.35,31.35,0,-55225
33.78,33.78,0,-80299
35.59,35.59,0,-67481
27.74,27.74,0,-14365
26.06,26.06,15493,0
26.06,32.65,571,0
33.4,33.4,0,-13971
31.35,31.35,0,-2041
32.37,32.37,0,-1690
22.06,22.06,18626,0
32.48,32.48,0,-19852
32.41,32.41,0,-10530
32.46,32.46,0,-9233
31.35,31.35,0,-36859
33.18,33.18,0,-41648
33.18,33.18,0,-64889
32.61,32.61,0,-85869
32.68,32.68,0,-2226
29.42,29.42,0,-22427
31.82,31.82,0,-45968
109.95,109.95,0,-101718
59.95,59.95,0,-1252
35.7,35.7,0,-18490
44.95,44.95,0,-45917
59.95,59.95,0,-48262
59.95,59.95,0,-59663
32.51,32.51,0,-46880
32.52,32.52,0,-54285
32.5,32.5,0,-57271
175.02,175.02,0,-102426
186.74,186.74,0,-89134
31.08,31.08,0,-15184
34.93,34.93,0,-42426
