invoeden_EURMWh,afnemen_EURMWh,imbalance_demand,imbalance_supply
73.67,73.67,0,-63504
49.72,49.72,0,-53184
45.73,45.73,0,-70683
45.73,45.73,0,-116379
39.12,39.12,0,-19782
40.38,40.38,0,-18093
36.86,36.86,0,-15318
56.86,56.86,0,-35503
45.73,45.73,0,-20232
65.7,65.7,0,-63365
70.84,70.84,0,-75208
67.69,67.69,0,-64528
75.14,75.14,0,-58603
40.75,40.75,0,-82807
37.78,37.78,0,-60416
37.78,37.78,0,-19308
37.78,37.78,0,-34813
34.7,34.7,1718,0
5.29,5.29,48395,0
5.29,5.29,40786,0
33.32,33.32,35158,0
4.13,4.13,56762,0
4.55,4.55,69692,0
17.23,17.23,72518,0
20.77,20.77,18240,0
9.64,9.64,47676,0
5.86,5.86,50815,0
30.78,30.78,43711,0
34.7,34.7,0,-17943
36.86,36.86,0,-23987
36.56,36.56,11180,0
34.7,34.7,41556,0
30.7,30.7,7356,0
32.78,32.78,20983,0
34.15,34.15,32507,0
33.63,33.63,35072,0
28.86,28.86,24495,0
35.94,35.94,21512,0
34.47,34.47,2725,0
31.6,31.6,27697,0
21.89,21.89,57646,0
21.83,21.83,44158,0
24.86,24.86,53924,0
24.86,24.86,59813,0
-20.03,43.21,23607,0
18.74,18.74,38130,0
25.03,25.03,42063,0
19.28,19.28,57222,0
22.03,22.03,57710,0
-41.42,-41.42,74195,0
14.66,14.66,65921,0
9.86,9.86,72008,0
17.72,17.72,62865,0
34.09,34.09,55782,0
21.61,21.61,62302,0
17.74,17.74,49219,0
26.04,26.04,74766,0
36.1,36.1,83478,0
36.09,36.09,84591,0
38.13,38.13,103460,0
-13.95,-13.95,57340,0
-13.95,-13.95,59091,0
10.03,10.03,71623,0
29.04,29.04,45613,0
30.97,30.97,55427,0
-26.85,-26.85,95327,0
-30.3,-30.3,19199,0
36.11,36.11,21493,0
-19.04,-19.04,46431,0
21.58,21.58,41908,0
30.97,30.97,18447,0
19.73,19.73,24579,0
32.31,32.31,24120,0
50.97,50.97,0,-33644
50.97,50.97,0,-20023
53.41,53.41,0,-50629
45.98,45.98,0,-14695
54.33,54.33,0,-55731
64.67,64.67,0,-57693
45.98,45.98,0,-45796
45.63,45.63,0,-11608
45.98,45.98,0,-23706
45.98,45.98,0,-20151
58.18,58.18,0,-40105
59.4,59.4,0,-55236
50.97,50.97,0,-49540
48.68,48.68,0,-24992
39.99,39.99,0,-3484
45.98,45.98,0,-21300
39.02,39.02,0,-27770
38.84,38.84,0,-23311
40.99,40.99,0,-4514
14.87,14.87,41324,0
31.33,31.33,25953,0
31.03,31.03,36476,0
27.66,27.66,38140,0
34.97,34.97,69754,0
37.81,37.81,30237,0
37.04,37.04,5482,0
36.49,36.49,11749,0
-162.47,-162.47,75842,0
30.82,30.82,41957,0
34.97,37.76,19662,0
38.68,38.68,11617,0
44.15,44.15,0,-53930
19.49,36.63,0,-523
7.53,7.53,48578,0
36.54,36.54,35879,0
8.64,37.77,29343,0
30.1,30.1,36621,0
34.97,34.97,12446,0
38.97,38.97,20497,0
37.78,37.78,0,-9043
36.2,36.2,7226,0
31.03,31.03,37616,0
31.03,31.03,47609,0
34.12,45.02,0,-12829
34.51,37.87,16016,0
27.48,27.48,63106,0
21.39,21.39,57971,0
29.23,29.23,22725,0
37.75,37.75,19144,0
31.23,31.23,53890,0
30.97,30.97,59319,0
38.97,38.97,38170,0
37.86,37.86,3471,0
37.75,37.75,20332,0
37.77,37.77,20179,0
45.27,45.27,0,-37188
38.2,38.2,0,-7719
38.97,38.97,0,-1270
-123.75,-123.75,0,-4273
-156.25,36.43,0,-714
28.25,36.43,0,-9329
29.04,29.04,0,-6239
32.76,32.76,0,-2725
33.04,36.43,3111,0
30.39,30.39,7646,0
15.23,15.23,35893,0
15.23,15.23,43992,0
33.04,42.42,0,-42952
36.52,36.52,0,-20265
36.52,36.52,0,-21474
33.04,37.89,0,-14792
30.45,30.45,33393,0
15.23,15.23,44618,0
25.04,25.04,21153,0
9.59,9.59,45240,0
2.8,2.8,57027,0
19.18,19.18,54834,0
25.04,25.04,59593,0
11.27,11.27,52703,0
25.04,25.04,51430,0
25.04,25.04,36830,0
25.04,25.04,17167,0
-11.48,-11.48,49871,0
-13.95,138.01,0,-92270
45.99,45.99,0,-22799
34.33,34.33,1510,0
37.11,37.11,0,-24542
45.99,45.99,0,-24038
34.34,45.99,3938,0
33.11,33.11,11443,0
33.99,33.99,14981,0
37.27,67.75,0,-50919
50.97,50.97,0,-20095
37.11,37.11,0,-6104
40.53,40.53,0,-20104
139.12,139.12,0,-60142
48.28,48.28,0,-30043
54.49,54.49,0,-48232
65.97,65.97,0,-69086
139.12,139.12,0,-92173
15.97,15.97,21532,0
15.97,15.97,31238,0
28.41,28.41,42553,0
38.82,38.82,0,-21421
30.97,30.97,32849,0
28.41,28.41,61437,0
22.39,22.39,80498,0
32.27,32.27,8941,0
31.58,31.58,44381,0
30.97,30.97,48903,0
17.27,17.27,82334,0
29.78,29.78,29150,0
19.21,19.21,62485,0
30.97,30.97,41883,0
15.97,15.97,37486,0
-150.78,-150.78,140204,0
-1.91,-1.91,115913,0
15.97,15.97,107001,0
15.97,15.97,95716,0
30.97,30.97,37617,0
30.97,30.97,56897,0
35.41,35.41,45937,0
33.99,33.99,48962,0
18.0,18.0,131549,0
33.11,33.11,93937,0
15.97,15.97,52795,0
39.75,39.75,0,-32171
-15.07,-15.07,144293,0
33.11,33.11,32534,0
37.57,37.57,32778,0
37.56,37.56,30882,0
-61.86,-61.86,71503,0
31.59,31.59,49484,0
50.97,50.97,0,-11987
65.97,65.97,0,-23687
36.64,36.64,1753,0
36.67,36.67,28436,0
30.97,30.97,51604,0
22.39,22.39,40318,0
45.35,45.35,0,-8024
33.99,33.99,44010,0
33.11,33.11,61798,0
30.97,30.97,73006,0
25.18,50.97,0,-4213
36.16,36.16,2495,0
33.99,33.99,26860,0
33.11,33.11,13683,0
33.99,33.99,18732,0
28.2,28.2,33372,0
23.97,23.97,67846,0
17.21,17.21,81810,0
28.26,28.26,17351,0
25.69,25.69,52138,0
13.29,13.29,81819,0
5.01,5.01,99238,0
14.03,50.29,956,0
37.18,37.18,20177,0
36.24,36.24,12116,0
29.11,36.56,4428,0
25.11,44.28,0,-7793
37.28,37.28,0,-14042
36.16,36.16,2194,0
35.87,35.87,15789,0
35.91,35.91,7153,0
36.21,36.21,7162,0
36.22,36.22,16757,0
35.96,35.96,18525,0
35.8,46.02,0,-21347
40.7,40.7,0,-14467
44.01,44.01,0,-24629
37.53,37.53,0,-13853
36.0,36.0,45342,0
35.99,35.99,36350,0
25.11,25.11,44779,0
36.43,36.43,4004,0
31.85,37.31,6208,0
31.85,31.85,16226,0
41.3,41.3,0,-7372
37.18,37.18,0,-17491
15.23,15.23,91475,0
31.38,31.38,23070,0
36.46,36.46,1286,0
37.18,37.18,0,-10
29.08,45.99,18322,0
44.16,44.16,0,-23232
65.97,65.97,0,-54449
65.97,65.97,0,-57071
50.97,50.97,0,-38795
50.97,50.97,0,-51530
55.47,55.47,0,-62607
115.97,115.97,0,-94119
59.02,59.02,0,-18785
36.25,36.25,2820,0
36.76,36.76,23626,0
34.74,34.74,46748,0
36.74,53.02,0,-37172
35.5,35.5,12157,0
17.44,17.44,62170,0
25.08,25.08,69909,0
36.74,140.02,0,-77949
45.99,45.99,0,-17527
32.74,32.74,33710,0
29.08,29.08,60305,0
29.08,29.08,15399,0
5.04,5.04,79505,0
-2.16,-2.16,72092,0
15.23,15.23,86074,0
11.48,11.48,70704,0
5.03,5.03,72227,0
-29.26,-29.26,49037,0
-4.18,-4.18,68229,0
-3.17,-3.17,80905,0
-2.17,-2.17,77692,0
-2.17,-2.17,41310,0
22.13,22.13,44386,0
-136.8,-136.8,168659,0
22.26,22.26,123493,0
25.28,25.28,89665,0
37.68,37.68,90105,0
-19.56,-19.56,208995,0
31.84,31.84,130270,0
37.69,37.69,137787,0
37.62,37.62,74875,0
25.08,25.08,201535,0
35.5,35.5,74746,0
39.38,39.38,28375,0
45.99,45.99,0,-1570
15.23,15.23,48884,0
33.03,33.03,19553,0
36.93,45.94,0,-18933
45.99,45.99,0,-54543
38.82,38.82,0,-35614
54.76,54.76,0,-15615
33.08,33.08,6420,0
32.74,32.74,19162,0
41.37,41.37,0,-58081
45.74,45.99,0,-16177
25.08,25.08,31043,0
17.47,17.47,35775,0
61.81,61.81,0,-59350
35.17,35.17,0,-4870
33.08,33.08,19769,0
34.74,34.74,1208,0
50.97,50.97,0,-109827
37.08,37.08,0,-67842
37.22,37.22,0,-32411
37.66,37.66,0,-33516
33.08,37.8,22931,0
45.26,45.26,0,-35916
38.17,38.17,0,-11988
29.08,29.08,2745,0
-147.4,-147.4,82229,0
33.55,33.55,0,-6512
38.18,38.18,0,-53167
36.55,36.55,0,-46547
46.74,46.74,0,-31841
40.93,40.93,0,-40964
36.22,36.22,0,-16628
35.96,35.96,0,-4296
40.93,40.93,0,-14947
37.08,37.08,1266,0
36.1,36.1,1233,0
36.1,36.1,12313,0
37.18,37.18,0,-22187
37.18,37.18,0,-17190
37.08,37.08,0,-9926
36.43,36.43,0,-8931
37.18,37.18,0,-4856
36.43,36.43,3547,0
36.06,36.06,11081,0
37.08,37.08,3039,0
37.08,37.08,0,-19552
35.76,35.76,23023,0
36.1,36.1,12386,0
36.1,36.1,42916,0
44.15,44.15,0,-45190
38.13,38.13,0,-27155
38.68,38.68,0,-24876
46.78,46.78,0,-29686
32.74,32.74,69399,0
31.27,31.27,44785,0
32.5,32.5,9771,0
37.26,37.26,0,-46745
26.94,26.94,52060,0
30.56,30.56,44786,0
33.25,33.25,42745,0
33.78,33.78,40585,0
34.74,46.18,0,-3041
37.23,37.23,4026,0
45.8,45.8,25066,0
45.8,45.8,39547,0
60.07,60.07,0,-49315
41.98,41.98,0,-27633
40.81,40.81,0,-25613
40.5,40.5,0,-12811
38.17,38.17,0,-17867
38.17,38.17,0,-6102
46.31,46.31,3839,0
36.5,36.5,0,-7887
48.74,48.74,0,-37057
70.52,70.52,0,-54529
105.65,105.65,0,-74037
140.12,140.12,0,-94387
140.12,140.12,0,-138385
347.59,347.59,0,-113689
347.59,347.59,0,-114553
347.59,347.59,0,-120748
347.14,347.14,0,-33800
140.12,140.12,0,-77101
140.12,140.12,0,-125769
96.51,96.51,0,-107014
69.45,69.45,0,-56162
140.12,140.12,0,-84795
70.39,70.39,0,-74554
66.89,66.89,0,-87618
34.61,34.61,0,-11722
34.74,43.31,0,-21291
51.89,51.89,0,-34862
88.86,88.86,0,-64151
31.04,51.13,14774,0
33.5,33.5,10198,0
31.75,37.79,24088,0
29.2,29.2,24057,0
36.25,37.79,0,-29459
33.5,33.5,4457,0
36.25,36.25,564,0
35.5,35.5,16460,0
41.2,41.2,0,-67749
37.26,37.26,0,-54221
38.76,38.76,0,-49848
38.79,38.79,0,-42576
39.08,39.08,0,-95722
37.79,37.79,0,-59598
37.84,37.84,0,-20603
35.5,35.5,9035,0
46.25,46.25,0,-1677
37.26,37.26,24557,0
37.68,37.68,38132,0
38.74,38.74,29614,0
35.82,38.16,0,-37285
36.48,36.48,0,-21800
37.26,37.26,0,-6603
32.74,32.74,24701,0
37.19,46.55,0,-64660
38.59,38.59,0,-56029
48.16,48.16,0,-49565
39.15,39.15,0,-44865
25.52,25.52,40715,0
26.52,26.52,58029,0
26.52,26.52,43674,0
41.03,41.03,53686,0
36.15,36.15,59560,0
28.46,28.46,42245,0
32.46,32.46,43547,0
24.46,24.46,25608,0
32.46,32.46,46466,0
20.02,20.02,23394,0
35.97,35.97,18746,0
35.96,35.96,16834,0
33.9,37.22,112,0
46.78,46.78,0,-44337
44.02,44.02,0,-47822
45.4,45.4,0,-52250
50.74,50.74,0,-61029
51.89,51.89,0,-80521
51.89,51.89,0,-92304
51.89,51.89,0,-96218
49.02,49.02,0,-39738
19.37,37.22,0,-15524
45.4,45.4,0,-36667
40.61,40.61,0,-18199
36.67,36.67,0,-12061
38.74,38.74,26139,0
40.72,40.72,0,-1014
51.54,51.54,0,-42993
31.93,31.93,42669,0
27.93,27.93,41232,0
15.38,15.38,83025,0
30.18,30.18,39743,0
33.68,43.72,20194,0
31.93,31.93,24896,0
35.9,37.34,0,-1724
39.93,39.93,1716,0
35.79,35.79,0,-1259
9.11,9.11,65463,0
9.11,9.11,71944,0
9.11,9.11,94586,0
36.74,43.93,0,-28036
31.93,31.93,27210,0
27.93,27.93,55096,0
17.96,17.96,64064,0
44.26,44.26,0,-44352
31.93,31.93,24760,0
23.93,23.93,45791,0
27.93,27.93,38819,0
32.03,43.93,0,-24233
31.93,31.93,15621,0
28.05,28.05,40468,0
32.74,32.74,25273,0
33.5,33.5,19780,0
31.93,31.93,29074,0
32.03,32.03,14711,0
31.93,31.93,7661,0
31.93,31.93,36794,0
32.74,37.51,17604,0
31.31,31.31,22914,0
32.74,32.74,7540,0
27.93,27.93,57214,0
41.34,41.34,0,-3149
44.88,44.88,0,-29479
32.74,32.74,6162,0
31.18,31.18,68565,0
10.55,37.71,28423,0
51.54,51.54,0,-25551
31.93,37.43,1150,0
9.11,46.39,24368,0
69.59,69.59,0,-22064
35.18,35.18,21225,0
37.61,37.61,61757,0
22.07,22.07,37060,0
32.03,32.03,25230,0
36.67,36.67,21567,0
66.54,66.54,0,-36816
137.02,137.02,0,-80839
42.02,42.02,0,-27177
39.02,39.02,0,-2062
46.39,46.39,0,-3438
47.02,47.02,0,-49075
66.54,66.54,0,-49857
47.3,47.3,0,-15027
51.54,51.54,0,-23912
32.74,32.74,9472,0
32.74,37.5,7072,0
32.14,32.14,18047,0
32.74,32.74,27146,0
53.84,53.84,0,-10849
116.54,116.54,0,-35480
24.37,43.23,0,-7963
46.39,46.39,0,-44148
36.67,36.67,8927,0
33.91,33.91,5185,0
24.37,36.23,2152,0
31.2,31.2,35037,0
19.21,49.22,0,-4970
70.3,70.3,0,-37070
36.66,36.66,0,-9420
31.78,38.08,11240,0
116.54,116.54,0,-68761
137.12,137.12,0,-49103
37.1,37.1,0,-27021
48.28,48.28,0,-37876
66.54,66.54,0,-64502
34.4,34.4,0,-13907
34.4,51.54,0,-33474
34.4,34.4,0,-12174
34.71,47.34,0,-26853
51.54,51.54,0,-47188
46.39,46.39,0,-17135
40.23,40.23,0,-16597
36.66,36.66,0,-9265
36.66,36.66,0,-10681
45.48,45.48,0,-29758
51.54,51.54,0,-45913
32.2,39.12,42906,0
34.36,34.36,31446,0
35.47,35.47,0,-328
28.66,28.66,43236,0
65.43,65.43,0,-69498
43.38,43.38,0,-22285
40.28,40.28,0,-24877
66.18,66.18,0,-77090
185.07,185.07,0,-84985
139.12,139.12,0,-93829
139.12,139.12,0,-111626
139.12,139.12,0,-155019
148.38,148.38,0,-107299
148.38,148.38,0,-121062
308.94,308.94,0,-93784
89.23,89.23,0,-60831
62.12,62.12,0,-845
46.05,46.05,0,-18183
31.92,31.92,1917,0
28.08,28.08,21032,0
12.17,12.17,45011,0
27.93,27.93,35853,0
24.16,24.16,45871,0
14.96,14.96,64132,0
24.16,24.16,18169,0
23.86,23.86,42061,0
29.4,29.4,20029,0
28.83,28.83,34548,0
64.26,64.26,0,-65573
125.12,125.12,0,-28572
32.32,32.32,10572,0
31.92,31.92,13509,0
9.16,9.16,41239,0
24.16,24.16,42651,0
27.19,35.65,23011,0
24.16,24.16,18524,0
36.22,36.22,3112,0
28.16,37.61,17248,0
27.18,36.11,5686,0
14.65,35.64,33644,0
-6.91,35.69,32641,0
83.13,83.13,0,-62380
110.12,110.12,0,-102302
139.12,139.12,0,-139057
34.63,34.63,36167,0
45.38,45.38,0,-20896
50.43,50.43,0,-56292
54.17,54.17,0,-58917
35.17,35.17,48965,0
35.17,35.17,51510,0
35.75,35.75,44592,0
35.75,35.75,40371,0
35.16,35.16,12939,0
35.17,35.17,20302,0
43.02,43.02,0,-8626
82.12,82.12,0,-49275
132.12,132.12,0,-89595
54.69,54.69,0,-17435
45.38,45.38,0,-8647
32.16,32.16,17750,0
30.07,50.43,0,-47332
24.16,36.16,17764,0
18.14,18.14,32083,0
31.78,31.78,18170,0
14.65,45.38,20612,0
46.83,46.83,0,-36864
35.58,35.58,0,-19244
35.26,35.26,0,-25338
33.1,33.1,4092,0
19.61,19.61,27435,0
14.65,14.65,39368,0
32.16,32.16,0,-25621
50.43,50.43,0,-29906
40.1,40.1,0,-23933
37.92,37.92,4916,0
31.78,31.78,18799,0
28.16,28.16,26112,0
36.97,36.97,0,-10264
50.43,50.43,0,-30691
50.43,50.43,0,-28387
33.46,41.51,0,-6339
45.38,45.38,0,-11815
34.56,34.56,11194,0
28.16,28.16,20798,0
28.16,36.16,0,-1456
45.72,45.72,0,-26920
46.31,46.31,0,-27912
32.16,32.16,0,-5420
14.65,14.65,28443,0
36.94,36.94,0,-8741
40.33,40.33,0,-23018
37.09,37.09,0,-19002
-17.03,-17.03,29764,0
-1.66,-1.66,20528,0
8.75,8.75,27719,0
24.16,24.16,10396,0
-4.78,-4.78,38637,0
14.65,14.65,23592,0
37.52,37.52,0,-9740
37.45,37.45,0,-13179
34.89,34.89,8287,0
24.38,24.38,26083,0
26.46,26.46,24420,0
24.38,24.38,24331,0
15.55,15.55,158494,0
32.38,32.38,106689,0
32.26,32.26,77716,0
34.35,34.35,77124,0
-16.18,-16.18,33852,0
24.38,34.56,4883,0
46.25,46.25,0,-18124
33.79,51.43,0,-19452
180.02,180.02,0,-175812
180.02,180.02,0,-100910
180.02,180.02,0,-64598
65.97,65.97,0,-52634
180.02,180.02,0,-113748
93.85,93.85,0,-66125
33.21,33.21,0,-10716
33.4,46.25,0,-10878
116.43,116.43,0,-66727
15.55,15.55,15077,0
-39.85,36.38,13164,0
28.38,28.38,28171,0
116.43,116.43,0,-51385
180.02,180.02,0,-55169
51.43,51.43,0,-33647
35.0,46.25,0,-6883
180.02,180.02,0,-112123
180.02,180.02,0,-161546
350.02,350.02,0,-127731
341.43,341.43,0,-86163
66.43,66.43,0,-49446
181.02,181.02,0,-135704
350.02,350.02,0,-108515
337.0,337.0,0,-89097
26.73,335.1,22246,0
135.1,135.1,0,-49252
46.25,46.25,0,-11926
46.25,46.25,35636,0
32.38,32.38,171667,0
32.38,32.38,175087,0
33.62,33.62,153740,0
35.72,35.72,97423,0
32.38,32.38,48753,0
51.43,51.43,0,-12969
124.02,124.02,0,-63341
66.43,66.43,0,-68213
-135.28,50.26,75501,0
46.25,46.25,0,-24637
66.43,66.43,0,-58811
180.02,180.02,0,-96843
180.02,180.02,0,-125093
293.57,293.57,0,-75660
46.25,46.25,0,-33243
65.22,65.22,0,-42868
66.43,66.43,0,-40573
51.43,51.43,0,-34181
46.25,46.25,0,-30897
43.49,43.49,0,-20295
98.1,98.1,0,-52874
30.64,30.64,0,-102
30.68,30.68,20879,0
30.68,30.68,31299,0
32.38,32.38,6123,0
29.35,29.35,19887,0
20.32,20.32,47845,0
20.32,20.32,55318,0
92.89,92.89,0,-27571
112.94,112.94,0,-30442
44.99,44.99,0,-7558
47.59,47.59,0,-13832
44.93,73.49,0,-47839
138.12,138.12,0,-83419
116.63,116.63,0,-87156
138.12,138.12,0,-68272
116.43,116.43,0,-79514
51.43,51.43,0,-56787
51.43,51.43,0,-75953
138.12,138.12,0,-111885
34.01,34.01,21465,0
52.33,52.33,0,-2363
51.43,51.43,0,-36841
51.43,51.43,0,-36534
31.78,31.78,9490,0
43.94,43.94,0,-22192
48.24,48.24,0,-36900
51.43,51.43,0,-56562
34.9,44.94,32716,0
36.4,36.4,0,-1531
38.01,38.01,0,-10365
36.45,36.45,0,-10934
36.0,36.0,47926,0
35.95,35.95,15476,0
66.43,66.43,0,-27062
69.68,69.68,0,-64193
33.51,33.51,65310,0
36.37,36.37,0,-3586
65.21,65.21,0,-39390
45.74,45.74,0,-57181
28.37,28.37,114849,0
33.94,33.94,65329,0
35.02,35.02,42717,0
36.37,36.37,21846,0
100.1,100.1,0,-74698
45.74,45.74,0,-37942
75.64,75.64,0,-71602
54.59,54.59,0,-71088
50.82,50.82,0,-61382
45.74,45.74,0,-45048
49.15,49.15,0,-39842
45.74,45.74,0,-49343
43.08,43.08,0,-12073
35.58,35.58,2524,0
35.34,35.34,54528,0
35.34,35.34,59760,0
35.34,35.34,0,-29900
35.34,35.34,0,-31035
36.37,36.37,0,-81757
38.08,38.08,0,-80275
138.12,138.12,0,-93213
138.12,138.12,0,-87376
65.82,65.82,0,-50662
138.12,138.12,0,-117220
32.78,32.78,56412,0
50.82,50.82,0,-3907
50.82,50.82,0,-28157
31.78,36.37,30254,0
28.62,28.62,89469,0
35.26,35.26,51667,0
35.26,35.26,66370,0
35.26,35.26,50741,0
34.41,34.41,42671,0
35.25,35.25,41895,0
35.25,35.25,46927,0
35.25,35.25,52155,0
31.2,31.2,51339,0
26.92,26.92,50691,0
19.59,19.59,55606,0
34.52,34.52,43191,0
50.58,50.58,0,-4396
36.37,36.37,17046,0
50.82,50.82,0,-33939
45.74,45.74,21032,0
45.74,45.74,0,-89980
50.82,50.82,0,-60544
65.82,65.82,0,-73746
138.12,138.12,0,-146719
138.12,138.12,0,-165208
190.92,190.92,0,-77617
50.82,50.82,0,-50500
45.74,45.74,0,-32764
32.37,32.37,30963,0
22.02,22.02,68987,0
18.82,18.82,77974,0
9.1,9.1,58144,0
35.4,35.4,22028,0
34.98,34.98,22162,0
40.68,40.68,0,-16564
36.37,36.37,0,-2113
138.12,138.12,0,-134245
138.12,138.12,0,-67701
32.37,32.37,14261,0
35.19,35.19,21066,0
65.82,65.82,0,-49734
45.74,45.74,0,-43130
50.82,50.82,0,-38193
26.72,26.72,19425,0
31.03,298.62,0,-82402
28.5,28.5,8255,0
-21.88,61.13,0,-20035
98.13,98.13,0,-46700
76.05,76.05,0,-45903
83.37,83.37,0,-19359
35.16,35.16,13922,0
34.93,34.93,58145,0
34.94,34.94,29388,0
29.95,29.95,29515,0
29.03,29.03,10859,0
35.0,35.0,3513,0
34.45,34.45,35451,0
43.63,43.63,0,-17061
58.98,58.98,0,-26215
37.19,37.19,0,-16264
17.23,17.23,25988,0
35.02,35.02,14718,0
34.96,34.96,8350,0
35.48,35.48,0,-7418
34.56,34.56,11933,0
37.3,37.3,0,-5781
48.38,48.38,0,-17316
57.97,57.97,0,-15049
43.08,43.08,2000,0
50.58,50.58,0,-17717
35.58,35.58,5123,0
35.36,35.36,38380,0
35.59,35.59,13910,0
53.19,53.19,841,0
37.51,37.51,0,-25000
296.35,296.35,0,-60572
34.43,44.64,49723,0
53.26,53.26,42312,0
53.26,53.26,21334,0
44.64,44.64,0,-13215
35.82,35.82,7556,0
33.57,33.57,4527,0
32.93,32.93,41712,0
27.34,27.34,39707,0
296.04,296.04,0,-82587
33.43,33.43,3225,0
28.22,28.22,17436,0
28.44,28.44,27594,0
39.17,39.17,0,-65536
35.86,35.86,0,-27096
35.02,35.02,10383,0
33.39,33.39,19574,0
35.7,35.7,15250,0
34.19,34.19,25484,0
31.73,31.73,54414,0
24.14,24.14,57911,0
38.08,38.08,17424,0
35.97,35.97,23272,0
35.97,35.97,29762,0
31.73,31.73,13405,0
50.82,50.82,0,-30309
68.82,68.82,0,-52291
38.08,38.08,0,-56483
45.76,45.76,0,-77537
32.45,35.7,17305,0
33.68,35.68,0,-2370
37.12,37.12,0,-15486
50.82,50.82,0,-27183
35.36,35.36,45983,0
34.83,34.83,58578,0
35.37,35.37,24703,0
36.46,36.46,0,-7251
33.46,33.46,32720,0
18.16,43.37,0,-33336
59.68,59.68,0,-51617
65.82,65.82,0,-45621
9.46,44.81,43335,0
36.2,36.2,3574,0
45.76,45.76,0,-13180
139.02,139.02,0,-116228
34.43,34.43,21933,0
50.82,50.82,0,-33492
51.67,51.67,0,-53555
65.82,65.82,0,-61427
34.43,45.76,11364,0
34.43,34.43,9398,0
34.43,34.43,0,-5273
44.78,44.78,0,-16198
36.46,36.46,0,-30889
35.99,35.99,0,-1862
44.68,44.68,1938,0
34.43,34.43,9419,0
53.13,53.13,0,-18694
53.34,53.34,18882,0
53.34,53.34,57435,0
27.73,27.73,78376,0
31.73,65.82,0,-71029
45.71,45.71,0,-27292
35.18,35.18,9255,0
34.1,34.1,20930,0
45.12,45.12,0,-28230
46.22,46.22,0,-3289
18.13,18.13,27623,0
28.46,28.46,22159,0
24.46,24.46,32150,0
35.8,35.8,11371,0
23.12,23.12,18471,0
32.46,32.46,21265,0
40.84,40.84,5070,0
23.12,50.82,0,-13635
32.46,32.46,20660,0
32.46,32.46,0,-2251
35.8,35.8,14275,0
32.46,32.46,41993,0
23.95,23.95,71426,0
15.28,15.28,74833,0
28.46,28.46,12767,0
37.39,37.39,17438,0
35.21,35.21,34268,0
35.2,35.2,48473,0
36.09,36.09,0,-69984
32.46,32.46,23887,0
35.89,35.89,2201,0
35.8,35.8,25649,0
32.31,32.31,30642,0
36.32,36.32,59042,0
44.68,44.68,46568,0
32.31,32.31,16762,0
-59.18,-59.18,86408,0
44.78,44.78,46930,0
53.14,53.14,24293,0
44.69,44.69,0,-23499
36.31,36.31,20034,0
32.31,32.31,19794,0
32.31,32.31,1781,0
53.18,53.18,0,-11142
24.31,24.31,24036,0
31.12,44.8,18159,0
29.09,29.09,31383,0
28.31,28.31,25737,0
17.81,36.25,32513,0
24.31,24.31,50733,0
15.01,15.01,70401,0
11.11,11.11,93113,0
19.38,19.38,29984,0
24.31,24.31,37888,0
27.53,27.53,26694,0
24.31,24.31,38258,0
35.55,50.82,0,-28442
38.26,38.26,0,-6867
35.87,35.87,10150,0
32.31,32.31,6782,0
32.31,50.82,0,-16244
50.82,50.82,0,-31185
50.82,50.82,0,-31641
45.08,45.08,0,-36212
43.12,43.12,0,-8237
65.82,65.82,0,-37453
65.82,65.82,0,-46783
65.82,65.82,0,-59257
32.8,49.94,11449,0
50.82,50.82,0,-15677
70.54,70.54,0,-45528
96.34,96.34,0,-75476
33.23,33.23,39290,0
36.31,36.31,2984,0
37.64,37.64,0,-8427
68.13,68.13,0,-51299
50.82,50.82,0,-34855
50.82,50.82,0,-38449
45.08,45.08,0,-17154
37.54,37.54,7311,0
28.31,37.84,9764,0
31.82,31.82,11639,0
36.02,36.02,0,-223
39.91,39.91,0,-18210
139.12,139.12,0,-129566
96.98,96.98,0,-77223
35.97,35.97,0,-7786
34.47,45.08,0,-3588
64.65,64.65,0,-47130
41.4,41.4,0,-12860
37.77,37.77,10702,0
37.04,37.04,8418,0
28.31,28.31,80798,0
28.31,28.31,49640,0
24.31,24.31,49446,0
30.88,30.88,27526,0
138.12,138.12,0,-70599
139.12,139.12,0,-16428
35.24,35.24,35568,0
16.54,16.54,29842,0
5.57,37.07,31077,0
23.6,45.08,0,-21086
32.31,32.31,28880,0
-10.94,-10.94,68468,0
14.54,49.19,0,-21362
35.54,35.54,0,-14057
23.3,35.5,10256,0
23.54,23.54,35905,0
35.54,35.54,2364,0
34.61,37.07,0,-9756
31.54,31.54,0,-1898
31.54,31.54,1651,0
24.08,35.43,8557,0
29.66,35.44,5867,0
27.54,27.54,14119,0
31.54,31.54,17844,0
31.54,31.54,4774,0
31.54,31.54,3950,0
31.54,31.54,1676,0
29.82,29.82,143,0
29.57,29.57,29629,0
37.03,37.03,0,-97
35.54,35.54,0,-4905
35.36,35.36,0,-2850
34.86,34.86,16349,0
45.56,45.56,0,-15565
45.18,45.18,0,-18717
35.54,35.54,22779,0
34.93,34.93,15701,0
35.05,35.05,7391,0
39.48,39.48,0,-11054
38.02,38.02,20645,0
34.4,34.4,37655,0
35.06,35.06,19582,0
45.0,45.0,0,-10281
50.19,50.19,0,-50849
60.69,60.69,0,-30026
54.41,54.41,0,-48505
76.0,76.0,0,-77840
73.02,73.02,0,-69261
138.02,138.02,0,-89368
